Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
398,47,Male,Single,Marketing,Manager,5,7180,17,29,6,9,3,5,3,61,Yes,6,42,0,1,2,2,44,3,No
399,24,Male,Divorced,HR,Manager,3,5841,56,20,2,5,2,3,1,0,No,3,52,17,3,3,3,40,4,No
400,49,Male,Married,HR,Manager,4,9040,35,29,10,7,1,4,1,16,Yes,9,51,17,4,3,4,45,1,No
401,24,Male,Single,Sales,Manager,3,13304,54,6,12,8,3,5,2,15,No,1,40,3,3,1,4,37,1,No
402,31,Female,Divorced,Finance,Analyst,5,7758,81,20,11,9,3,5,2,8,No,3,42,14,1,1,4,14,1,No
403,35,Female,Single,Finance,Analyst,2,19234,39,18,1,3,3,2,3,52,No,7,40,18,1,4,2,16,3,No
404,45,Female,Divorced,HR,Assistant,5,8014,69,25,1,0,3,2,2,72,Yes,3,48,18,4,2,3,43,2,Yes
405,45,Female,Married,IT,Assistant,1,4375,98,2,13,7,1,1,2,58,No,3,37,9,2,2,3,20,2,No
406,40,Male,Single,Marketing,Manager,3,4181,66,25,5,1,3,3,3,8,No,2,36,4,1,3,4,44,3,No
407,58,Female,Divorced,Marketing,Executive,2,3490,58,26,4,0,4,4,3,11,No,9,54,18,1,3,1,15,1,Yes
408,55,Male,Single,HR,Manager,3,6729,99,6,1,6,1,5,4,40,No,4,45,10,4,4,4,44,3,Yes
409,52,Female,Single,IT,Executive,3,8974,70,9,4,9,3,5,2,14,No,6,32,6,4,1,4,26,3,No
410,49,Male,Married,Sales,Manager,4,4882,69,25,3,8,1,1,1,65,No,2,46,4,4,3,1,9,2,No
411,56,Male,Single,HR,Assistant,1,5987,84,3,2,8,4,5,2,74,No,9,47,19,1,2,1,1,3,Yes
412,42,Female,Divorced,HR,Assistant,3,8585,91,1,9,2,4,3,1,10,Yes,7,57,11,3,3,4,35,3,Yes
413,29,Male,Divorced,Marketing,Executive,5,6159,87,1,14,5,1,1,1,7,No,5,56,18,1,1,2,44,1,Yes
414,24,Male,Divorced,HR,Manager,5,7530,95,19,11,6,3,3,1,54,No,7,44,14,4,2,2,20,4,No
415,55,Female,Divorced,HR,Executive,4,4073,80,5,1,9,3,1,4,95,No,4,57,11,2,1,1,45,1,No
416,53,Male,Married,HR,Assistant,1,16743,33,13,7,8,4,5,3,5,Yes,7,46,3,2,4,4,6,2,No
417,50,Female,Single,Marketing,Manager,1,5693,97,19,14,1,3,1,3,52,Yes,2,40,11,4,4,2,42,4,Yes
418,29,Female,Married,Sales,Manager,5,12562,21,12,13,7,4,2,4,19,No,7,34,17,2,1,4,10,1,No
419,38,Female,Single,Sales,Executive,2,7340,77,16,4,6,3,4,3,38,Yes,4,45,16,1,2,4,48,3,Yes
420,51,Male,Single,HR,Analyst,4,5156,56,25,5,3,4,5,4,98,No,4,44,18,3,1,4,33,3,No
421,20,Male,Single,Marketing,Executive,4,19184,56,25,10,1,2,4,2,71,No,1,39,15,1,3,2,16,4,No
422,24,Male,Married,Sales,Assistant,5,10966,73,19,5,7,3,5,4,33,Yes,3,43,10,4,3,3,36,4,No
423,23,Female,Single,Sales,Assistant,5,5580,34,3,1,4,3,4,3,56,No,5,31,1,1,1,4,6,3,No
424,35,Male,Married,Sales,Assistant,2,10257,87,12,6,5,3,2,3,18,Yes,5,45,15,2,3,2,19,2,Yes
425,43,Female,Divorced,Marketing,Assistant,2,5159,31,5,13,6,1,4,2,70,Yes,2,48,0,1,1,3,31,1,No
426,35,Female,Divorced,Marketing,Assistant,1,19172,41,2,9,9,3,1,4,30,Yes,4,37,16,3,3,1,2,3,No
427,21,Male,Single,HR,Analyst,4,16900,61,22,2,0,1,4,2,81,No,1,44,17,2,1,2,18,1,No
428,47,Female,Married,Finance,Manager,4,14440,16,7,7,7,1,5,1,39,No,9,39,12,3,3,3,42,1,No
429,51,Male,Divorced,Sales,Executive,5,17678,77,13,6,3,4,3,4,13,No,1,59,4,3,2,2,28,1,No
430,46,Male,Married,Finance,Executive,1,17436,76,25,5,8,1,4,2,99,No,6,34,5,3,2,3,4,1,No
431,39,Male,Married,Marketing,Assistant,4,15021,33,15,4,0,1,4,2,80,No,7,49,0,1,3,3,1,2,No
432,43,Male,Single,Marketing,Executive,1,9772,31,22,4,1,2,4,3,36,No,3,45,9,1,1,2,47,2,No
433,31,Male,Divorced,Marketing,Assistant,1,4627,83,3,6,5,3,5,4,43,No,1,50,4,1,3,1,42,2,No
434,54,Female,Single,Finance,Analyst,5,14664,53,28,4,9,1,4,1,8,Yes,7,55,0,1,4,4,16,3,Yes
435,52,Female,Single,Marketing,Analyst,1,11219,96,21,5,0,3,5,1,57,No,3,51,10,2,4,3,45,3,No
436,52,Female,Divorced,HR,Manager,2,12713,85,20,13,3,1,5,4,19,No,6,41,6,1,1,4,47,3,No
437,56,Male,Divorced,Marketing,Analyst,2,11488,95,5,6,7,4,3,4,91,No,6,52,17,2,3,1,2,2,No
438,31,Male,Married,IT,Analyst,3,5181,53,24,5,9,2,1,2,49,Yes,4,59,19,3,3,4,36,1,No
439,22,Male,Divorced,Finance,Manager,5,14594,50,8,7,4,1,5,3,19,Yes,6,42,9,2,2,4,1,2,Yes
440,20,Female,Married,IT,Executive,3,10164,54,22,9,8,3,2,3,35,Yes,4,38,14,4,1,2,39,3,No
441,52,Male,Married,Marketing,Assistant,2,3901,59,1,10,5,4,4,3,26,No,8,46,3,1,4,2,23,4,No
442,59,Female,Married,HR,Assistant,3,12290,18,8,7,0,3,2,4,71,Yes,9,49,15,4,4,1,26,3,No
443,29,Female,Divorced,Sales,Executive,5,5881,39,24,7,5,4,4,3,31,Yes,2,57,14,2,1,2,11,1,No
444,48,Male,Single,Marketing,Manager,5,16058,83,18,4,5,2,3,2,0,No,7,41,14,1,4,3,42,2,No
445,32,Male,Married,HR,Executive,1,8622,44,20,1,5,4,5,4,16,No,9,54,11,4,1,1,1,4,No
446,31,Female,Single,Finance,Analyst,4,4378,90,28,14,7,3,1,4,8,No,9,34,7,1,4,2,11,4,No
447,50,Male,Single,IT,Manager,1,8650,82,16,8,5,3,5,3,83,Yes,5,53,7,2,4,2,24,1,No
448,21,Female,Divorced,IT,Manager,5,15433,43,18,4,4,1,4,1,44,No,1,41,17,4,1,1,10,2,No
449,54,Male,Single,IT,Manager,2,12456,87,20,1,1,4,1,1,95,No,6,30,5,2,1,3,14,4,No
450,42,Male,Single,Finance,Assistant,2,10036,82,12,5,3,3,5,2,65,No,8,49,4,4,4,1,14,3,No
451,36,Female,Divorced,HR,Executive,1,9487,65,13,14,9,1,1,3,31,No,1,57,1,3,4,2,7,1,No
452,45,Male,Married,Finance,Manager,5,7248,38,13,14,4,2,4,3,44,No,2,45,11,3,2,2,23,4,Yes
453,27,Female,Single,IT,Manager,2,7603,28,10,8,9,3,3,4,8,No,1,59,3,3,3,1,43,1,No
454,48,Male,Divorced,Marketing,Manager,5,15632,83,7,4,3,1,3,4,29,Yes,5,41,12,3,1,3,22,2,No
455,45,Female,Single,Sales,Executive,2,3220,32,25,13,1,3,5,3,83,No,2,38,16,3,1,3,36,2,No
456,29,Female,Single,Finance,Assistant,5,17226,56,14,12,6,4,2,4,37,Yes,4,42,15,2,3,4,27,2,Yes
457,45,Male,Married,Finance,Analyst,3,7818,71,24,8,9,1,4,3,59,Yes,1,46,8,3,2,3,2,3,No
458,53,Female,Single,HR,Assistant,5,10349,97,16,8,9,4,5,2,0,No,7,46,0,2,4,1,39,4,No
459,26,Male,Divorced,HR,Manager,5,8618,26,15,3,1,2,5,4,4,Yes,8,33,14,3,4,3,46,2,No
460,23,Male,Single,Finance,Assistant,1,12856,96,12,9,0,4,3,3,62,Yes,5,43,11,1,2,3,19,3,No
461,30,Male,Married,IT,Assistant,3,7576,31,9,3,4,1,1,4,98,Yes,2,48,4,3,2,4,7,2,No
462,48,Female,Married,Sales,Analyst,4,18207,44,8,1,0,3,4,2,35,No,8,36,17,1,3,3,12,2,No
463,55,Female,Divorced,HR,Executive,1,4462,89,18,2,0,1,1,4,64,Yes,1,56,19,2,3,4,3,4,No
464,44,Male,Married,IT,Executive,4,18905,37,23,6,0,4,4,3,77,Yes,7,32,1,3,4,4,47,3,No
465,40,Male,Single,Marketing,Assistant,2,19252,95,18,12,5,4,2,4,72,Yes,1,30,3,4,2,3,5,2,No
466,55,Female,Married,HR,Assistant,4,11236,15,13,10,8,3,3,4,93,Yes,6,41,14,2,2,2,8,3,No
467,29,Male,Divorced,IT,Executive,5,10813,93,28,2,9,2,2,3,23,No,6,44,5,3,4,1,14,3,Yes
468,56,Male,Married,IT,Executive,4,5068,46,27,6,0,1,5,1,3,No,5,40,11,2,4,1,36,2,Yes
469,28,Female,Married,Sales,Analyst,1,8753,23,18,14,4,3,3,4,77,Yes,2,39,17,4,4,3,7,2,No
470,43,Male,Married,Sales,Manager,1,10237,29,15,1,8,3,5,4,88,No,2,31,19,3,4,1,7,1,No
471,54,Female,Divorced,Marketing,Assistant,4,17175,42,4,11,8,3,2,2,67,No,9,55,3,4,4,1,46,4,No
472,54,Male,Married,IT,Executive,1,9191,38,17,13,0,1,4,1,24,Yes,5,58,0,3,3,4,32,2,No
473,55,Female,Married,IT,Assistant,1,17622,74,5,1,7,1,5,2,73,No,5,33,14,1,4,2,8,1,No
474,37,Male,Single,Sales,Assistant,4,4001,49,22,5,0,1,1,3,98,No,7,46,17,2,2,1,12,4,No
475,58,Male,Divorced,HR,Executive,3,17877,41,16,10,7,2,4,3,6,Yes,6,46,13,4,1,2,10,2,No
476,51,Female,Married,HR,Analyst,3,13232,97,9,13,0,3,4,2,12,Yes,2,57,2,2,3,1,14,3,No
477,43,Male,Divorced,Finance,Assistant,2,7476,90,10,11,4,4,2,4,67,No,1,59,14,4,2,2,9,4,No
478,42,Female,Married,Sales,Analyst,1,19862,34,24,9,7,4,2,1,42,No,5,37,4,2,1,2,38,3,No
479,51,Male,Married,Finance,Executive,4,3515,79,18,14,5,3,3,2,56,No,4,52,2,2,3,1,30,1,No
480,56,Female,Married,Sales,Manager,1,15478,99,17,8,8,4,3,2,35,No,3,43,6,2,4,4,5,2,Yes
481,31,Female,Single,Marketing,Manager,5,4191,63,18,3,0,2,1,3,13,Yes,2,53,5,1,3,2,1,1,No
482,32,Female,Single,IT,Assistant,1,13860,15,7,3,8,2,4,4,81,Yes,2,58,0,3,4,2,1,2,Yes
483,42,Female,Single,Marketing,Executive,1,16448,24,4,1,0,1,1,1,71,Yes,4,33,18,1,4,1,20,2,No
484,44,Male,Divorced,Sales,Analyst,3,9297,61,26,14,9,1,1,2,95,Yes,2,35,6,2,4,2,49,3,No
485,54,Male,Divorced,IT,Assistant,4,19655,73,5,3,9,1,2,1,26,Yes,4,58,3,4,1,2,11,1,Yes
486,49,Female,Single,HR,Executive,1,11334,76,28,14,2,1,1,1,36,No,3,48,11,2,3,4,26,3,No
487,36,Female,Divorced,HR,Executive,3,9008,32,23,12,0,1,1,2,86,No,9,56,19,3,4,2,44,3,No
488,39,Female,Married,Finance,Analyst,2,10987,60,16,12,2,4,5,1,70,Yes,7,58,17,1,2,4,3,3,No
489,44,Male,Married,Sales,Assistant,3,6332,46,3,12,1,4,3,3,75,Yes,3,53,8,3,3,2,6,1,Yes
490,41,Male,Married,Sales,Executive,3,3787,41,26,13,1,1,3,4,24,Yes,8,33,18,4,2,2,43,2,No
491,32,Male,Single,HR,Executive,3,9222,32,18,11,8,2,4,4,66,No,9,32,3,3,1,4,45,2,No
492,38,Male,Divorced,Marketing,Executive,1,12873,53,29,1,7,4,3,4,89,No,7,49,0,1,1,4,11,1,No
493,55,Female,Single,IT,Analyst,1,6676,63,23,8,0,2,4,3,3,No,6,35,8,4,3,3,8,2,Yes
494,31,Female,Divorced,Marketing,Assistant,2,5572,96,21,1,3,2,5,3,99,Yes,4,56,14,3,1,2,29,1,No
495,38,Female,Married,Marketing,Assistant,5,9915,58,14,5,0,3,3,3,78,Yes,5,52,7,1,1,4,10,1,No
496,31,Male,Single,HR,Assistant,5,8033,86,15,9,0,3,5,4,95,Yes,8,36,14,1,3,2,34,2,No
497,28,Male,Divorced,HR,Assistant,5,10788,68,17,7,3,1,3,1,92,Yes,3,43,14,2,2,2,24,4,No
498,26,Male,Divorced,HR,Manager,2,18689,48,1,4,1,2,3,3,73,Yes,2,41,17,3,4,2,46,3,No
499,47,Female,Married,Finance,Manager,5,14452,85,25,11,2,4,5,2,84,No,3,45,6,4,3,1,48,1,No
500,33,Female,Single,Marketing,Assistant,5,7712,50,21,9,8,3,1,3,15,Yes,7,49,17,2,3,3,17,1,No
501,50,Male,Single,Sales,Analyst,3,3066,32,17,9,1,3,1,2,18,No,8,37,15,3,4,1,32,4,Yes
502,38,Female,Single,IT,Manager,1,18855,52,23,2,3,2,1,4,28,No,1,52,1,3,2,3,11,1,Yes
503,35,Male,Married,Finance,Executive,1,15478,73,25,10,0,3,1,2,50,No,7,31,3,4,4,2,34,1,No
504,24,Male,Single,Sales,Manager,3,10533,23,11,10,1,3,3,3,17,No,9,42,19,2,4,2,24,2,Yes
505,54,Female,Married,Marketing,Executive,3,18103,87,17,11,4,4,2,3,57,No,3,37,15,2,2,4,5,2,No
506,31,Male,Married,HR,Assistant,3,7616,86,26,12,9,2,5,1,43,Yes,3,54,2,4,2,3,29,4,Yes
507,44,Female,Married,Marketing,Manager,1,16277,65,14,6,0,3,2,4,15,Yes,8,50,1,2,4,3,48,1,No
508,40,Male,Divorced,IT,Analyst,5,8730,49,29,4,6,2,2,2,64,Yes,4,49,2,1,4,1,48,3,No
509,55,Female,Single,Finance,Manager,3,13724,96,20,8,3,3,4,4,1,No,8,45,4,4,3,3,34,2,No
510,42,Female,Single,Finance,Manager,2,14772,19,19,12,5,4,1,3,55,No,5,33,1,3,2,2,16,3,No
511,35,Female,Married,IT,Manager,3,19268,28,21,11,7,2,3,1,78,No,3,58,18,4,1,4,25,3,No
512,58,Male,Married,Sales,Assistant,4,15940,44,7,7,5,3,1,3,27,No,4,45,19,1,2,1,37,4,No
513,58,Male,Single,Sales,Analyst,3,19932,18,24,7,1,4,1,3,64,No,4,49,1,4,4,4,8,4,No
514,33,Female,Married,Finance,Manager,1,17643,53,13,11,0,3,2,3,4,No,8,35,1,3,4,3,29,1,No
515,50,Female,Single,Finance,Analyst,3,3198,98,18,10,7,2,4,2,21,Yes,6,56,19,3,4,3,46,4,Yes
516,24,Male,Divorced,HR,Assistant,4,19955,78,23,9,7,3,1,3,99,No,7,33,17,4,4,1,25,2,No
517,54,Male,Married,Sales,Executive,2,12830,39,14,13,8,2,5,4,12,No,9,45,19,4,1,3,42,1,Yes
518,42,Male,Single,IT,Manager,5,16798,42,1,5,5,2,5,4,64,Yes,6,52,13,1,2,4,23,1,Yes
519,48,Female,Married,Sales,Analyst,3,14469,90,7,6,0,3,1,1,15,No,3,52,14,1,1,2,34,3,No
520,30,Male,Single,HR,Analyst,4,3178,80,8,1,8,4,2,4,85,Yes,3,50,11,3,1,1,3,3,No
521,37,Male,Single,Finance,Assistant,4,3798,92,18,6,2,1,2,3,63,Yes,3,42,10,2,4,3,30,3,No
522,31,Female,Married,Finance,Manager,2,10601,36,9,2,5,4,3,3,31,Yes,2,34,10,2,1,4,34,1,No
523,28,Male,Divorced,HR,Executive,1,5795,45,1,6,9,4,4,4,79,No,1,44,6,2,4,2,32,4,No
524,29,Male,Single,IT,Analyst,3,15496,37,29,9,9,3,2,1,50,Yes,1,55,11,2,4,3,29,4,No
525,36,Male,Single,Finance,Manager,4,7588,62,22,8,8,4,3,1,78,Yes,4,37,15,3,4,1,9,4,No
526,57,Female,Single,Marketing,Executive,2,10297,34,17,9,2,4,5,4,57,No,3,36,4,2,1,3,2,1,No
527,26,Female,Divorced,Finance,Analyst,5,6084,52,19,13,4,1,5,2,45,Yes,5,43,1,2,4,3,39,1,No
528,32,Female,Divorced,Marketing,Analyst,4,14110,69,27,10,4,4,5,2,51,No,9,36,15,4,1,3,7,1,No
529,59,Female,Married,HR,Executive,2,3731,82,6,8,9,1,1,2,62,No,8,51,14,2,2,2,46,1,No
530,28,Female,Divorced,HR,Executive,1,4129,93,3,3,6,3,4,2,75,Yes,9,36,10,4,4,2,5,1,No
531,46,Female,Married,Finance,Assistant,1,4605,15,24,8,3,1,3,4,59,No,5,52,5,3,3,3,8,4,No
532,21,Female,Married,Sales,Manager,4,14970,21,5,6,3,2,4,1,64,No,8,55,12,4,3,3,32,1,No
533,24,Male,Divorced,Marketing,Manager,4,13937,71,2,13,6,2,1,3,80,Yes,4,59,18,1,3,1,18,4,Yes
534,48,Male,Married,IT,Assistant,3,14362,26,20,6,8,1,3,3,54,Yes,5,47,9,4,3,3,38,1,No
535,56,Female,Divorced,Finance,Analyst,2,5933,19,25,6,3,2,3,4,56,Yes,3,59,18,2,3,4,46,4,No
536,57,Male,Married,IT,Executive,4,18187,64,4,3,3,3,2,3,91,Yes,5,39,4,4,1,4,18,2,No
537,38,Male,Divorced,Finance,Executive,3,8074,56,10,10,5,2,4,2,70,No,3,47,6,4,2,1,49,2,No
538,27,Female,Divorced,Sales,Executive,3,17037,26,10,1,5,1,4,1,72,Yes,5,43,10,3,1,2,41,4,No
539,20,Male,Married,Sales,Analyst,4,10099,32,24,12,6,3,2,4,85,Yes,5,39,13,3,4,3,45,2,No
540,41,Male,Single,Sales,Executive,1,3893,80,21,14,0,2,5,1,25,Yes,6,36,15,2,2,1,16,2,No
541,36,Male,Married,Sales,Executive,2,4390,88,11,4,2,3,1,4,11,No,9,59,17,1,2,2,21,4,No
542,26,Male,Divorced,HR,Assistant,2,7239,93,27,10,8,1,4,4,70,No,1,55,3,1,2,1,10,1,Yes
543,44,Male,Single,HR,Analyst,1,6432,31,16,12,5,2,2,4,45,No,6,36,0,4,2,2,42,1,Yes
544,23,Female,Married,Marketing,Manager,4,5371,82,26,6,5,3,3,4,46,No,1,36,14,1,3,3,4,4,No
545,55,Female,Married,IT,Assistant,2,4515,85,29,11,4,3,2,1,78,No,6,34,13,3,4,1,44,3,No
546,25,Female,Married,Finance,Assistant,4,18906,76,29,12,2,2,5,3,37,Yes,2,30,18,2,2,3,8,3,No
547,50,Male,Single,Finance,Manager,4,9326,55,17,10,4,3,1,4,20,No,8,43,4,2,2,1,47,2,Yes
548,38,Female,Divorced,HR,Assistant,3,17605,48,16,2,0,3,5,2,13,No,3,47,3,3,3,2,19,3,No
549,58,Male,Married,Finance,Analyst,1,8586,84,7,7,2,1,3,4,1,No,6,42,12,2,1,1,47,2,No
550,46,Male,Married,HR,Executive,4,5917,59,16,7,3,1,3,1,71,Yes,6,54,17,4,1,4,40,1,No
551,29,Male,Married,Marketing,Analyst,5,18901,72,3,11,4,1,3,4,69,Yes,4,37,11,2,1,4,40,4,No
552,45,Male,Married,IT,Manager,1,6793,65,26,4,9,1,3,2,32,No,5,37,14,1,4,1,9,1,No
553,38,Female,Married,Marketing,Manager,2,12947,48,16,4,8,1,2,1,5,Yes,2,39,8,2,1,4,30,4,No
554,58,Female,Divorced,Sales,Assistant,3,18859,58,8,1,3,1,3,4,89,No,8,46,3,2,2,3,17,3,No
555,22,Male,Divorced,Sales,Analyst,2,4577,29,12,13,2,2,3,2,36,Yes,7,35,4,3,3,4,40,1,No
556,32,Female,Married,Sales,Analyst,2,12488,92,3,2,9,1,2,1,13,Yes,6,44,8,3,3,4,44,1,No
557,47,Male,Single,Marketing,Manager,1,12164,84,17,9,0,3,3,4,36,No,7,44,12,1,1,3,15,2,No
558,39,Female,Divorced,Finance,Analyst,2,4030,64,21,10,9,2,5,2,7,Yes,1,54,9,3,3,3,4,4,No
559,47,Female,Single,IT,Manager,4,18881,46,18,8,5,3,5,1,76,No,5,45,15,1,2,2,6,3,Yes
560,27,Male,Divorced,Sales,Analyst,2,13785,81,11,8,6,1,4,4,12,No,7,37,12,4,1,3,16,1,No
561,58,Female,Married,Sales,Analyst,3,9691,17,4,9,9,1,5,1,39,No,1,48,3,1,2,1,26,4,No
562,20,Male,Divorced,Sales,Analyst,3,9358,88,16,7,7,3,1,2,91,Yes,2,49,12,2,4,4,37,3,No
563,22,Female,Married,IT,Manager,5,4462,65,17,13,0,3,1,4,57,Yes,9,44,7,1,2,2,23,1,Yes
564,32,Male,Divorced,Sales,Assistant,3,18511,81,9,9,3,3,1,4,17,No,3,32,12,4,2,3,13,4,No
565,47,Male,Married,IT,Analyst,2,13570,90,6,10,4,4,2,4,56,No,6,35,14,2,2,4,47,2,Yes
566,44,Female,Married,Sales,Manager,3,18897,62,24,12,1,4,5,2,82,Yes,7,59,19,1,2,1,17,1,No
567,52,Female,Married,Marketing,Manager,1,14646,31,27,2,0,4,1,3,37,No,9,54,19,3,4,1,27,4,No
568,57,Male,Married,Marketing,Analyst,3,18474,21,20,6,7,4,4,4,31,Yes,5,37,12,3,1,2,22,3,No
569,25,Female,Single,IT,Analyst,4,10037,27,25,3,5,2,2,2,85,Yes,4,45,4,3,2,1,37,3,No
570,51,Female,Married,Marketing,Assistant,1,12499,80,2,11,4,1,4,1,65,Yes,2,44,5,1,1,4,19,2,No
571,40,Male,Single,IT,Manager,5,16386,18,9,6,8,3,5,1,76,No,3,42,4,1,3,3,39,1,No
572,35,Male,Single,Marketing,Manager,4,9221,24,28,3,1,1,3,2,86,No,5,55,12,4,2,1,35,2,No
573,40,Female,Married,Marketing,Executive,2,10769,31,21,8,9,3,4,3,24,Yes,2,49,4,2,2,3,13,4,Yes
574,30,Male,Single,IT,Manager,2,17356,66,29,11,7,1,3,2,91,No,4,44,12,2,3,4,14,3,No
575,56,Male,Divorced,Finance,Assistant,2,10389,20,6,13,9,2,2,1,57,No,1,47,19,2,1,4,48,2,No
576,55,Male,Married,Marketing,Executive,4,7922,97,3,4,8,4,4,1,74,Yes,4,42,7,2,4,3,31,1,No
577,54,Female,Single,Sales,Executive,4,16639,83,20,12,0,1,4,4,32,Yes,7,53,8,1,2,4,45,4,No
578,38,Female,Married,Finance,Executive,4,13003,88,6,10,6,3,2,3,87,No,3,37,18,1,3,2,2,1,No
579,39,Male,Married,IT,Analyst,1,8178,23,7,6,7,1,2,2,65,Yes,8,43,19,4,3,1,46,2,No
580,37,Female,Married,Finance,Analyst,1,18240,91,1,9,2,2,1,1,29,No,6,57,14,2,2,2,39,3,No
581,33,Male,Single,HR,Manager,2,6968,97,23,2,3,2,5,1,80,Yes,6,40,9,1,1,2,37,3,No
582,34,Female,Divorced,HR,Executive,3,5716,35,1,2,2,1,4,1,33,Yes,1,35,10,1,1,2,14,2,No
583,50,Male,Divorced,Marketing,Assistant,2,19574,38,5,7,6,4,4,2,85,No,5,59,4,1,2,3,9,1,Yes
584,20,Male,Single,Marketing,Analyst,5,16511,18,6,2,8,3,2,2,68,No,3,53,8,1,3,3,10,1,No
585,22,Female,Married,Sales,Assistant,1,11181,38,13,2,2,2,2,3,47,No,1,54,10,2,2,4,7,1,No
586,35,Male,Single,Finance,Assistant,4,15995,73,2,4,5,2,5,4,39,No,8,58,18,2,4,3,28,1,No
587,42,Female,Single,HR,Analyst,1,14298,17,15,9,7,1,2,4,50,No,7,30,1,1,4,4,46,3,No
588,30,Female,Single,Marketing,Analyst,4,19762,82,15,8,5,2,3,4,79,Yes,7,54,5,3,1,3,25,1,No
589,31,Male,Married,Finance,Analyst,5,9380,54,13,2,1,2,3,1,12,Yes,4,31,0,4,4,4,46,2,No
590,29,Male,Single,Marketing,Analyst,5,3615,62,26,8,6,3,3,4,89,No,6,59,2,2,3,1,28,2,No
591,51,Female,Married,Marketing,Executive,1,3463,68,25,4,1,4,3,1,30,Yes,9,42,2,2,4,4,2,2,Yes
592,35,Male,Single,HR,Executive,4,12158,49,14,2,1,3,5,3,38,No,3,30,13,3,2,1,17,2,No
593,27,Male,Divorced,HR,Executive,5,6158,70,26,11,1,4,4,1,62,Yes,9,53,19,2,3,4,4,1,No
594,57,Male,Single,Marketing,Executive,2,16434,54,22,10,0,3,3,3,47,Yes,4,53,4,3,1,3,13,3,No
595,31,Male,Single,IT,Manager,2,7938,91,7,7,0,1,2,3,86,No,5,56,16,3,1,3,18,4,No
596,43,Male,Divorced,Marketing,Executive,4,8417,82,14,6,6,2,3,4,47,No,7,33,14,1,4,1,3,1,Yes
597,47,Female,Married,Marketing,Analyst,1,11881,60,26,14,4,4,5,4,60,No,6,53,5,2,1,2,37,4,No
598,27,Female,Married,Sales,Assistant,5,8603,92,24,10,2,1,2,1,11,Yes,8,52,13,4,2,2,33,3,No
