Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
599,47,Male,Single,Sales,Executive,1,5212,27,27,5,0,2,3,2,77,No,8,58,13,3,3,4,41,1,Yes
600,55,Male,Divorced,Sales,Manager,2,19766,41,29,11,9,2,4,4,55,No,8,31,16,4,2,3,24,4,No
601,45,Male,Married,IT,Analyst,5,14695,20,10,1,5,2,2,4,17,No,3,50,7,1,2,2,8,3,No
602,27,Female,Single,IT,Assistant,1,12775,31,17,2,0,3,2,2,26,No,6,59,7,2,2,3,35,4,No
603,47,Male,Divorced,Marketing,Assistant,3,17559,50,14,8,8,1,4,2,27,No,7,55,18,1,2,3,2,2,No
604,47,Female,Married,Sales,Executive,4,9146,95,8,1,1,1,2,4,81,No,9,49,8,1,3,3,33,2,No
605,56,Female,Married,IT,Assistant,4,3371,16,4,3,0,2,3,2,79,Yes,4,45,10,4,3,4,12,3,Yes
606,55,Female,Divorced,HR,Executive,3,8565,91,26,2,6,4,2,1,51,Yes,5,32,12,4,2,1,22,3,Yes
607,46,Male,Divorced,Marketing,Executive,2,11802,66,16,5,5,1,3,3,15,Yes,8,46,12,3,2,4,13,4,No
608,36,Female,Divorced,Finance,Analyst,5,11307,80,24,4,5,3,4,3,76,Yes,1,34,18,2,1,2,10,3,No
609,28,Male,Divorced,Marketing,Analyst,4,10437,66,13,13,4,4,1,4,57,No,6,55,18,1,1,1,17,2,Yes
610,52,Female,Single,Finance,Manager,3,3446,57,22,7,3,4,4,4,92,No,4,37,4,3,3,2,43,2,No
611,39,Male,Divorced,Sales,Analyst,3,4391,36,27,5,3,4,3,1,8,Yes,5,41,15,3,1,1,5,1,No
612,32,Female,Married,Finance,Analyst,2,14516,69,25,8,2,4,5,2,25,Yes,5,54,8,1,3,1,9,4,Yes
613,47,Male,Married,Sales,Executive,2,18454,81,27,4,9,1,4,4,27,Yes,2,52,19,1,3,4,13,3,Yes
614,48,Female,Single,HR,Analyst,1,14891,74,20,12,7,2,5,3,76,No,8,41,2,3,4,3,23,3,No
615,32,Male,Married,Finance,Executive,4,17998,72,18,6,6,4,5,1,35,No,2,56,18,1,3,3,30,3,No
616,54,Male,Married,Marketing,Executive,1,8969,26,14,4,8,3,3,1,8,No,4,30,4,1,1,1,43,4,Yes
617,25,Male,Divorced,Sales,Analyst,3,12265,83,18,2,0,3,3,2,46,Yes,5,30,7,4,4,4,4,2,No
618,37,Male,Married,Marketing,Manager,5,18861,98,5,1,6,2,1,4,77,Yes,1,44,13,2,1,2,21,3,Yes
619,24,Female,Single,IT,Manager,5,8454,53,26,14,9,1,2,4,50,Yes,6,46,2,3,3,2,43,3,No
620,44,Female,Divorced,Sales,Assistant,2,6150,27,9,14,3,2,4,1,75,Yes,2,31,12,1,3,3,9,2,No
621,21,Male,Divorced,Finance,Assistant,5,18386,55,28,1,6,4,3,3,56,Yes,5,46,10,3,2,3,7,3,No
622,29,Female,Single,Sales,Analyst,5,9414,71,3,8,0,1,4,4,31,No,6,49,7,2,3,2,16,1,No
623,49,Male,Divorced,Marketing,Manager,5,7657,67,8,14,4,1,5,3,66,No,8,55,18,3,4,2,23,2,No
624,24,Male,Divorced,HR,Executive,3,13486,26,20,4,2,4,2,1,56,No,9,38,9,3,3,4,23,2,Yes
625,52,Female,Single,Sales,Assistant,5,17894,27,22,5,4,3,1,4,53,No,6,41,17,3,2,2,31,2,Yes
626,20,Male,Divorced,Finance,Executive,5,8480,88,10,11,3,4,4,3,15,No,5,33,17,4,3,4,5,1,No
627,37,Male,Single,IT,Assistant,5,11033,71,22,8,1,2,2,1,61,Yes,4,42,6,2,3,3,6,2,No
628,51,Female,Single,HR,Analyst,1,3983,54,19,12,3,4,1,3,83,No,2,33,15,2,3,2,1,4,No
629,30,Male,Married,IT,Manager,3,11543,94,21,7,2,3,4,4,95,Yes,2,36,5,3,2,3,48,4,No
630,40,Male,Married,Sales,Assistant,2,12916,59,28,13,0,4,2,2,55,No,7,43,15,3,1,1,28,4,No
631,45,Male,Divorced,Marketing,Manager,1,13143,49,3,8,9,2,3,3,22,Yes,5,56,15,2,3,1,18,2,No
632,44,Male,Divorced,Marketing,Executive,4,18581,17,11,13,7,2,4,2,16,Yes,7,38,0,1,4,1,24,2,No
633,41,Female,Single,Finance,Analyst,3,4907,19,11,8,4,3,2,4,79,Yes,1,52,18,4,2,2,13,2,No
634,46,Female,Divorced,Marketing,Manager,3,12216,25,17,6,3,2,1,2,37,Yes,1,30,2,2,4,3,33,1,No
635,32,Female,Single,HR,Analyst,4,11737,85,16,10,9,2,2,1,71,Yes,5,30,5,3,3,2,10,4,No
636,52,Male,Single,Marketing,Manager,4,16757,70,7,2,4,4,3,2,82,Yes,2,49,3,1,2,3,7,3,No
637,53,Male,Divorced,Finance,Executive,4,7174,24,4,6,3,1,4,3,29,No,8,33,3,1,3,4,37,3,No
638,54,Female,Single,Sales,Executive,2,18708,48,23,14,2,2,4,3,57,Yes,3,30,3,1,4,2,32,2,No
639,20,Male,Married,Sales,Analyst,5,12297,81,19,1,4,2,4,2,97,Yes,1,51,9,4,2,1,45,1,No
640,40,Male,Divorced,Marketing,Executive,3,4990,86,12,1,3,3,3,1,77,No,2,39,8,4,1,4,22,2,No
641,25,Male,Married,IT,Assistant,5,8596,45,15,11,0,3,1,4,21,Yes,7,31,7,2,1,3,16,3,Yes
642,47,Male,Divorced,Sales,Manager,5,19374,89,11,3,2,4,4,2,16,No,6,56,18,2,1,2,24,4,No
643,36,Female,Single,Marketing,Executive,4,6775,85,5,3,9,4,1,3,14,No,8,50,16,2,3,3,14,3,Yes
644,24,Female,Divorced,Finance,Assistant,2,18706,80,5,11,9,2,2,3,47,Yes,7,53,16,2,2,3,11,4,No
645,50,Female,Married,Marketing,Analyst,1,17645,84,15,13,7,1,1,2,31,Yes,8,44,0,3,4,2,19,4,No
646,24,Male,Single,Sales,Assistant,2,16668,55,29,5,6,1,1,2,76,No,3,32,19,4,4,2,23,1,No
647,57,Female,Divorced,Finance,Analyst,5,18960,77,18,1,1,4,4,2,84,Yes,6,54,13,1,3,3,34,3,No
648,22,Female,Divorced,Marketing,Analyst,2,14357,46,11,10,0,3,5,4,39,No,7,52,19,3,3,3,40,2,Yes
649,42,Male,Divorced,HR,Manager,4,7435,34,26,6,2,2,5,3,96,Yes,1,38,10,2,4,4,13,1,No
650,56,Male,Married,Finance,Manager,1,18804,71,12,7,4,2,3,3,56,No,1,46,2,2,2,1,39,4,No
651,56,Female,Married,HR,Assistant,4,17626,64,2,10,9,1,3,3,57,Yes,7,50,7,3,3,3,44,3,No
652,29,Female,Divorced,IT,Manager,1,10951,94,20,12,0,4,5,4,90,Yes,3,57,9,1,2,1,28,2,Yes
653,29,Female,Single,Finance,Manager,5,9449,39,15,13,2,1,2,1,98,No,3,42,16,4,4,4,40,1,No
654,38,Female,Single,HR,Manager,1,6199,26,20,11,2,1,4,3,15,No,5,32,7,4,2,1,16,2,No
655,36,Male,Married,Sales,Assistant,1,9768,85,4,3,4,4,4,3,27,No,6,33,0,1,1,1,28,3,No
656,40,Female,Single,Sales,Executive,1,12130,53,22,4,2,3,2,1,97,No,2,33,19,4,4,4,4,2,No
657,33,Female,Married,IT,Manager,2,11633,31,18,10,8,2,2,4,0,Yes,3,40,6,2,1,3,28,1,No
658,28,Male,Divorced,Finance,Manager,2,7225,59,6,11,0,3,5,1,40,No,6,57,8,2,4,1,12,2,No
659,20,Female,Married,Finance,Assistant,5,19980,25,23,10,3,4,3,1,47,No,3,36,11,2,1,3,16,3,Yes
660,32,Male,Married,Finance,Executive,1,9054,84,27,14,9,4,2,1,30,Yes,5,55,8,2,2,3,49,1,No
661,23,Male,Divorced,IT,Manager,3,4505,37,26,12,9,2,3,1,35,Yes,9,40,19,1,4,2,36,4,No
662,20,Male,Single,Finance,Analyst,5,12053,84,19,10,3,3,1,4,32,No,3,53,2,4,4,3,20,1,No
663,59,Female,Married,Sales,Assistant,1,18749,52,11,14,0,2,4,4,32,Yes,6,40,3,4,1,3,26,3,No
664,51,Female,Married,HR,Manager,1,13832,16,28,10,1,1,5,1,81,No,5,39,9,3,2,1,26,2,Yes
665,53,Male,Divorced,Sales,Manager,2,19344,98,24,10,0,1,4,2,22,Yes,5,34,3,1,4,3,22,4,No
666,47,Female,Single,Sales,Analyst,5,17783,93,2,3,5,1,5,2,59,No,6,42,8,4,3,3,9,4,Yes
667,50,Female,Married,HR,Analyst,1,4551,86,27,1,2,3,1,2,86,Yes,6,58,0,4,1,2,5,2,No
668,27,Male,Divorced,Sales,Assistant,1,18154,51,8,8,6,1,4,2,78,No,1,41,4,3,4,2,17,3,No
669,58,Male,Married,IT,Assistant,5,16799,63,29,13,4,2,1,3,89,No,9,39,8,2,2,1,49,1,No
670,45,Female,Divorced,HR,Analyst,3,9852,66,11,10,8,3,5,4,29,Yes,5,36,4,4,2,1,34,3,No
671,53,Male,Single,Sales,Assistant,5,4449,47,5,10,6,2,2,4,88,Yes,1,48,5,2,2,2,2,4,No
672,22,Female,Single,Marketing,Analyst,5,5659,36,18,2,3,4,4,1,44,No,8,48,18,3,2,2,7,1,No
673,31,Female,Single,Sales,Manager,3,10509,19,23,1,4,3,1,3,79,No,7,48,7,4,1,4,36,1,No
674,20,Female,Single,IT,Analyst,5,5721,32,18,14,4,2,4,1,38,Yes,7,41,9,2,4,3,13,2,No
675,24,Female,Married,Finance,Analyst,1,15444,52,14,8,4,2,4,1,44,Yes,5,49,10,1,1,1,20,3,Yes
676,49,Male,Married,Sales,Executive,5,12637,51,22,7,9,3,4,4,77,Yes,1,51,12,2,1,1,30,1,Yes
677,49,Male,Single,Finance,Analyst,3,13490,78,10,7,8,4,3,3,80,Yes,9,44,19,2,2,3,30,2,No
678,36,Male,Single,Marketing,Analyst,4,5925,24,3,4,9,3,1,2,11,Yes,9,34,3,2,3,3,11,3,Yes
679,42,Male,Single,Sales,Executive,5,12824,93,9,11,2,1,1,4,92,Yes,8,53,10,2,2,1,31,4,No
680,34,Female,Married,HR,Assistant,2,9240,56,3,9,5,1,4,3,31,Yes,5,59,11,1,3,2,3,4,No
681,56,Female,Single,Finance,Executive,1,19896,62,11,6,7,4,2,3,55,Yes,3,43,4,3,1,2,2,3,No
682,40,Male,Single,Marketing,Manager,1,3215,58,12,2,8,2,4,4,23,Yes,8,41,9,2,2,3,48,1,No
683,33,Female,Single,HR,Executive,2,10299,96,12,14,6,2,3,4,12,No,1,58,6,2,2,1,3,1,No
684,21,Female,Divorced,HR,Manager,2,14523,30,3,1,2,2,5,1,19,Yes,3,50,8,4,1,3,15,4,Yes
685,30,Female,Single,HR,Assistant,5,13364,68,21,1,0,3,3,1,78,Yes,7,40,8,4,2,2,17,4,No
686,58,Male,Divorced,HR,Executive,2,6153,49,7,9,3,3,2,1,55,No,4,57,9,1,4,4,48,1,No
687,57,Male,Divorced,Sales,Executive,4,4706,42,14,4,5,4,4,2,52,No,7,34,9,1,3,4,7,3,No
688,53,Male,Single,Sales,Assistant,3,13298,16,24,5,2,1,1,4,67,No,5,45,1,1,3,2,48,4,No
689,57,Female,Divorced,Sales,Manager,2,4567,27,28,3,0,2,4,3,53,No,6,59,3,4,3,3,5,1,No
690,53,Male,Single,Marketing,Executive,2,13400,55,11,4,5,1,2,4,33,No,7,55,7,2,2,4,34,3,No
691,37,Male,Married,Marketing,Manager,4,13345,94,7,12,0,3,1,3,27,No,7,47,13,4,4,2,33,2,No
692,49,Male,Married,Marketing,Executive,1,4128,73,25,8,8,3,3,2,49,Yes,7,41,16,3,2,1,45,3,No
693,34,Male,Married,IT,Analyst,1,10867,83,21,13,0,3,5,4,1,No,7,56,12,1,3,3,16,1,No
694,46,Male,Married,Marketing,Executive,5,8583,67,10,4,5,1,5,3,93,No,7,56,17,1,2,3,37,3,No
695,53,Male,Divorced,Sales,Assistant,4,7897,59,11,9,0,4,4,3,25,No,3,34,17,1,3,4,3,1,No
696,57,Female,Single,Sales,Assistant,3,9001,34,15,9,6,4,3,1,50,Yes,3,45,12,3,1,3,47,4,No
697,52,Female,Single,IT,Manager,3,14113,38,19,6,2,3,2,2,46,No,7,41,7,2,3,4,48,2,Yes
698,43,Male,Single,IT,Executive,4,7567,75,16,2,5,2,5,4,25,Yes,2,52,11,2,1,4,43,4,No
699,34,Male,Married,Marketing,Manager,3,12271,72,22,12,6,1,3,1,83,No,2,31,0,2,1,2,21,4,No
700,49,Female,Married,Finance,Manager,1,17348,41,21,10,0,3,4,2,91,No,3,59,19,1,1,4,41,1,No
701,36,Female,Single,IT,Analyst,3,14703,40,28,11,0,1,1,1,83,Yes,4,58,17,2,3,1,8,1,No
702,24,Male,Married,HR,Analyst,3,16329,21,20,7,4,1,4,4,74,Yes,6,35,2,4,4,3,22,1,No
703,48,Male,Single,Sales,Assistant,4,5741,56,12,9,5,4,4,3,73,No,8,52,11,1,3,4,5,1,Yes
704,23,Male,Single,HR,Manager,4,9256,61,18,6,8,3,3,4,60,Yes,7,50,18,3,2,3,17,4,No
705,29,Male,Single,Sales,Assistant,3,3228,67,23,3,0,4,5,2,22,Yes,4,54,12,3,2,4,37,1,No
706,36,Female,Single,Sales,Executive,2,19678,73,13,14,3,3,3,4,36,No,2,59,9,2,4,2,14,1,No
707,29,Male,Single,IT,Manager,4,7284,52,5,7,9,1,1,2,40,No,2,33,14,1,4,1,39,4,No
708,36,Male,Single,IT,Manager,5,16264,83,4,5,7,4,3,1,51,No,4,59,19,4,4,3,41,2,Yes
709,39,Male,Single,HR,Executive,5,16390,67,28,1,9,1,2,2,82,Yes,6,59,1,4,1,2,28,2,No
710,43,Male,Married,Sales,Executive,1,3918,29,14,3,8,3,4,3,81,No,3,42,18,1,4,3,31,3,No
711,24,Female,Single,HR,Assistant,3,14445,40,8,5,2,2,5,3,48,No,6,39,2,2,4,2,17,4,No
712,53,Female,Single,Finance,Assistant,2,3498,62,9,7,1,4,1,3,26,Yes,5,46,13,3,4,1,35,1,No
713,25,Female,Married,HR,Executive,1,5809,33,25,3,3,4,4,1,5,Yes,5,43,6,3,3,4,40,3,No
714,21,Male,Married,Marketing,Assistant,3,7961,23,19,6,1,1,3,2,73,No,2,53,7,4,2,2,22,2,No
715,32,Male,Married,HR,Executive,4,12017,78,3,5,0,1,2,1,65,Yes,8,44,10,4,2,3,45,2,No
716,30,Female,Single,Marketing,Manager,5,6779,68,5,13,2,2,3,4,23,No,5,37,19,4,4,3,48,4,No
717,42,Male,Divorced,Marketing,Manager,2,13050,65,21,1,6,4,4,4,37,Yes,2,52,5,3,2,2,29,1,Yes
718,35,Male,Divorced,Marketing,Analyst,5,5118,53,26,10,0,3,1,4,27,No,7,53,10,4,3,1,10,1,No
719,50,Female,Married,Finance,Manager,4,9391,18,18,6,1,3,5,4,27,Yes,9,47,16,3,2,1,18,3,No
720,30,Female,Divorced,HR,Executive,3,3145,17,1,14,0,4,4,3,65,Yes,9,32,9,3,1,4,35,2,No
721,35,Female,Married,HR,Assistant,4,16929,78,8,8,7,4,1,2,60,Yes,1,54,16,2,3,4,44,3,No
722,27,Female,Single,Finance,Analyst,4,17917,43,19,13,4,4,4,3,45,Yes,7,46,1,2,2,3,16,3,No
723,23,Male,Divorced,Sales,Assistant,5,7565,25,17,13,7,2,2,2,68,No,9,53,5,2,2,3,49,3,No
724,59,Male,Single,IT,Executive,2,19576,72,17,1,2,3,3,2,74,Yes,6,53,4,4,3,4,7,1,No
725,23,Female,Divorced,HR,Manager,4,9637,89,11,2,6,3,5,1,73,No,1,36,3,3,2,4,30,2,No
726,44,Male,Single,IT,Analyst,5,11243,41,2,14,7,1,1,4,42,Yes,2,42,1,4,2,4,19,3,No
727,22,Female,Divorced,Finance,Executive,2,5410,35,6,4,5,1,5,2,58,Yes,4,59,11,3,4,2,23,2,No
728,51,Female,Single,Sales,Analyst,3,4820,53,22,12,6,4,5,4,1,No,4,56,2,2,1,4,8,2,No
729,22,Male,Single,Sales,Analyst,3,5521,60,14,2,1,1,5,4,14,Yes,2,45,5,2,3,2,17,3,Yes
730,46,Female,Divorced,Sales,Manager,1,8882,80,3,11,7,2,1,4,36,Yes,8,34,13,4,4,2,21,3,No
731,48,Male,Single,Finance,Executive,5,4867,50,12,9,4,3,1,3,70,No,2,33,7,3,2,4,26,4,No
732,51,Male,Single,Marketing,Assistant,2,10465,89,4,10,6,3,5,4,19,Yes,3,55,13,4,3,1,28,1,No
733,38,Male,Single,Marketing,Analyst,4,14461,96,12,8,0,1,3,2,97,No,4,39,2,1,3,1,39,2,No
734,40,Male,Divorced,IT,Analyst,3,9103,79,13,8,4,4,4,3,34,Yes,9,42,15,4,1,3,33,3,No
735,24,Female,Divorced,Marketing,Assistant,2,15197,77,2,4,0,1,5,4,33,Yes,1,39,14,2,1,4,40,3,No
736,37,Male,Single,Marketing,Executive,5,18424,49,2,5,7,4,2,1,85,Yes,8,43,6,3,3,3,19,2,No
737,47,Female,Single,Sales,Analyst,1,19053,45,15,4,3,2,5,4,30,No,5,55,14,3,1,4,29,3,Yes
738,41,Female,Divorced,Sales,Analyst,3,3240,42,23,13,3,3,1,4,86,Yes,7,51,12,4,1,3,20,4,No
739,40,Female,Divorced,IT,Analyst,2,7631,15,29,9,1,2,4,3,18,Yes,8,41,5,2,2,2,20,2,No
740,25,Female,Single,HR,Executive,2,12599,39,17,13,4,3,2,2,67,Yes,5,56,14,1,1,4,10,3,No
741,20,Male,Single,IT,Executive,2,14694,57,7,2,0,2,4,4,23,Yes,8,30,16,4,1,1,12,2,No
742,24,Male,Single,IT,Assistant,5,8077,98,28,13,8,1,4,3,83,Yes,8,58,3,3,4,4,33,3,No
743,31,Female,Married,Finance,Executive,5,6768,81,14,11,4,2,2,3,38,Yes,9,50,13,2,2,3,25,3,No
744,45,Female,Divorced,Finance,Executive,5,12142,77,12,8,5,2,5,2,91,Yes,2,59,14,3,2,3,25,1,No
745,53,Male,Married,IT,Manager,4,10995,65,17,2,1,1,5,3,53,Yes,3,49,11,3,3,3,4,2,No
746,33,Female,Divorced,IT,Assistant,2,16276,16,14,1,9,3,5,2,38,Yes,1,49,18,3,1,3,4,1,No
747,45,Male,Divorced,IT,Analyst,3,15746,96,6,10,9,3,3,1,16,No,4,36,9,3,4,3,9,3,No
748,46,Female,Divorced,Marketing,Executive,5,14475,78,19,3,0,1,5,4,18,Yes,5,38,5,1,4,3,15,2,No
749,28,Male,Divorced,Finance,Analyst,5,9568,88,24,9,3,2,2,3,47,No,1,37,8,2,2,1,26,2,No
750,45,Female,Divorced,IT,Analyst,2,5601,83,6,12,6,2,3,1,34,No,8,56,1,4,1,3,15,4,No
751,41,Female,Divorced,Sales,Manager,5,9080,23,27,3,5,2,5,3,31,No,2,42,3,2,4,1,26,4,Yes
752,49,Male,Divorced,Sales,Executive,4,16854,16,18,9,9,4,3,3,46,Yes,1,43,8,2,3,4,28,3,No
753,36,Female,Married,Marketing,Assistant,4,5159,48,24,7,0,3,2,1,46,No,2,41,14,2,1,2,7,3,No
754,45,Female,Single,Marketing,Executive,5,11313,74,5,13,0,2,5,3,63,No,5,37,12,4,1,1,32,3,No
755,55,Male,Single,HR,Analyst,2,7368,75,24,10,7,3,1,3,45,No,9,50,19,2,1,4,12,3,No
756,20,Female,Married,HR,Assistant,2,4317,45,24,1,3,2,2,1,34,Yes,9,51,7,4,4,2,35,4,No
757,27,Male,Married,HR,Executive,2,16272,24,6,10,4,1,4,3,93,No,2,47,18,4,2,1,32,2,Yes
758,54,Male,Married,Marketing,Analyst,1,4230,90,2,5,6,1,4,2,16,Yes,2,45,18,1,2,1,9,1,No
759,34,Female,Married,Marketing,Analyst,5,4301,50,8,9,7,3,2,3,41,No,3,58,15,3,3,4,14,2,No
760,41,Female,Divorced,Marketing,Manager,2,18927,99,15,12,9,3,4,4,28,No,7,40,10,4,4,3,13,2,No
761,33,Female,Single,Sales,Manager,4,4910,63,15,3,6,1,2,3,69,Yes,3,45,9,3,1,1,44,4,No
762,45,Female,Divorced,Marketing,Manager,3,17904,84,11,9,1,4,1,4,16,Yes,1,43,7,2,3,1,33,2,No
763,47,Female,Single,Sales,Analyst,3,11107,63,22,5,3,1,2,4,80,No,6,32,0,3,3,4,32,2,No
764,42,Female,Single,HR,Executive,2,5757,17,22,9,9,2,5,3,13,No,3,50,9,3,2,3,19,3,Yes
765,33,Female,Married,HR,Manager,3,9464,88,24,10,0,4,5,1,23,No,1,31,17,3,1,2,30,1,Yes
766,43,Male,Divorced,HR,Executive,3,19562,19,1,6,9,1,3,2,56,Yes,4,32,2,2,1,3,16,2,No
767,21,Female,Married,IT,Manager,1,12088,75,18,9,8,4,4,2,49,Yes,1,33,10,2,4,3,12,2,No
768,45,Male,Divorced,IT,Assistant,4,18124,99,12,7,2,4,4,3,56,No,1,51,17,4,4,4,10,1,Yes
769,33,Female,Single,Finance,Assistant,4,17260,40,12,7,2,4,2,1,60,No,2,34,2,4,4,3,2,3,No
770,26,Female,Married,Finance,Manager,1,12743,86,25,8,9,3,4,1,38,Yes,8,39,7,1,3,4,18,4,No
771,22,Male,Married,Finance,Analyst,1,11683,19,11,7,8,1,5,2,54,Yes,2,49,13,2,1,2,13,4,No
772,42,Female,Single,IT,Manager,3,3060,29,28,12,9,3,1,1,95,No,2,58,5,1,2,1,29,2,No
773,37,Female,Single,IT,Manager,5,12269,30,8,9,2,3,2,3,35,Yes,8,31,14,2,3,1,24,3,No
774,57,Male,Single,Finance,Analyst,3,5895,15,28,11,7,2,4,3,36,No,6,41,13,3,3,4,38,4,No
775,54,Female,Married,Finance,Assistant,1,18323,30,7,9,1,2,5,1,13,Yes,4,56,6,1,2,4,12,4,No
776,34,Female,Divorced,Marketing,Executive,4,15352,51,23,6,2,4,3,3,26,No,3,34,9,1,2,3,29,4,No
777,44,Female,Married,Finance,Manager,3,14875,17,21,7,1,4,4,4,82,No,1,34,14,1,4,3,22,4,No
778,56,Male,Divorced,Marketing,Analyst,5,19969,66,2,2,0,2,1,2,30,No,3,56,9,2,2,1,36,4,Yes
779,47,Female,Married,Sales,Manager,3,8823,61,11,9,1,2,1,3,72,Yes,9,52,16,4,2,1,1,2,No
780,29,Female,Married,IT,Analyst,2,14962,27,22,12,7,1,4,1,80,No,5,30,18,1,2,1,43,4,Yes
781,58,Female,Single,Finance,Executive,3,3534,94,10,13,8,4,4,2,82,No,6,33,16,4,2,4,40,2,No
782,36,Female,Divorced,IT,Executive,1,7011,69,3,1,1,4,5,3,43,Yes,5,56,11,2,4,2,34,1,No
783,58,Male,Married,IT,Assistant,4,5155,35,20,1,6,2,4,2,67,No,1,50,14,1,3,2,34,1,Yes
784,41,Male,Married,IT,Analyst,4,9957,80,29,3,4,1,3,1,47,No,1,53,11,2,1,4,48,3,No
785,45,Female,Single,Sales,Analyst,1,12196,68,10,12,2,2,5,4,56,No,4,41,8,4,1,3,33,2,No
786,44,Female,Single,HR,Assistant,2,13691,41,28,6,8,2,2,4,74,Yes,3,41,4,4,3,2,4,3,No
787,36,Male,Divorced,Finance,Assistant,1,16327,52,27,5,5,3,3,3,21,Yes,8,45,3,1,1,3,38,1,No
788,32,Male,Married,HR,Analyst,3,5706,72,18,2,0,4,5,4,3,Yes,7,53,11,4,1,1,30,1,No
789,39,Female,Divorced,HR,Assistant,1,3001,76,14,9,4,1,5,3,80,Yes,7,46,15,3,3,1,46,1,No
790,44,Male,Married,HR,Executive,1,12225,60,18,14,6,3,1,2,71,No,8,50,8,3,1,3,20,1,No
791,23,Female,Divorced,IT,Manager,2,17820,25,28,13,3,4,5,3,45,Yes,7,39,2,1,1,1,26,4,Yes
792,29,Male,Single,Marketing,Executive,3,13891,86,24,10,7,2,3,3,58,Yes,2,46,2,2,3,4,15,1,No
793,22,Male,Married,IT,Assistant,5,4861,22,8,14,9,1,4,3,33,Yes,4,46,17,2,1,3,7,4,No
794,37,Male,Divorced,IT,Analyst,5,8269,85,10,4,4,4,3,4,10,No,6,47,16,2,2,3,7,4,No
795,55,Male,Single,HR,Analyst,4,14112,78,22,4,8,2,2,3,30,No,3,31,9,3,3,3,29,3,Yes
796,41,Female,Single,IT,Executive,1,18699,35,13,5,8,3,5,1,10,No,3,54,1,4,4,2,23,4,No
797,53,Male,Divorced,HR,Analyst,4,11320,86,21,8,8,1,5,3,55,Yes,6,33,10,3,1,3,34,3,No
798,27,Male,Married,Marketing,Assistant,2,19821,77,8,10,0,4,5,2,37,No,1,48,2,4,4,3,20,4,No
